ID	DOCULECT	CONCEPT	GLOSS_ID	VALUE	FORM	TOKENS
5640	武宣黄茆	年*	039	pəi⁵³	pəi⁵³	p əi ⁵³
5641	武宣桐岭	年*	039	pəi³⁵	pəi³⁵	p əi ³⁵
5642	象州大乐	年*	039	pɘi⁵⁴ʔ	pɘi⁵⁴ʔ	p ɘi ⁵⁴ʔ/⁵⁴
5643	象州运江	年*	039	pɜi⁵⁴ʔ	pɜi⁵⁴ʔ	p ɜi ⁵⁴ʔ/⁵⁴
5644	鹿寨四排	年*	039	pëi⁵⁴ʔ	pëi⁵⁴ʔ	p ëi/ei ⁵⁴ʔ/⁵⁴
5645	鹿寨鹿寨	年*	039	pi⁵⁴ʔ	pi⁵⁴ʔ	p i ⁵⁴ʔ/⁵⁴
3926	大化岩滩	年轻	387	ɕɔ²³¹	ɕɔ²³¹	ɕ ɔ ²³¹
3927	大化流水	年轻	387	ʔoːi⁴⁴	ʔoːi⁴⁴	ʔ oːi ⁴⁴
3928	都安高岭	年轻	387	ʔoːi⁴³³	ʔoːi⁴³³	ʔ oːi ⁴³³
3929	都安百旺	年轻	387	sɔ²³¹	sɔ²³¹	s ɔ ²³¹
3930	上林塘红	年轻	387	ʔɔːi³³	ʔɔːi³³	ʔ ɔːi ³³
3931	上林明亮	年轻	387	ʔoɜi⁴⁵³	ʔoɜi⁴⁵³	ʔ oɜi/oi ⁴⁵³
3932	马山永州	年轻	387	ʔoːi⁴⁵	ʔoːi⁴⁵	ʔ oːi ⁴⁵
3933	马山白山	年轻	387	ʔɔːi⁴⁴	ʔɔːi⁴⁴	ʔ ɔːi ⁴⁴
3934	忻城北更	年轻	387	ʔɔːi⁴⁴	ʔɔːi⁴⁴	ʔ ɔːi ⁴⁴
3935	忻城果邃	年轻	387	ʔoːi³³	ʔoːi³³	ʔ oːi ³³
9222	兴宾迁江	年轻	387	ɕo²³²	ɕo²³²	ɕ o ²³²
9223	兴宾寺山	年轻	387	tɕɔ²⁴	tɕɔ²⁴	tɕ ɔ ²⁴
9224	桂平石龙	年轻	387	tɕo²¹³, ʔoːi⁴⁵	tɕo²¹³	tɕ o ²¹³
9225	桂平石龙	年轻	387	tɕo²¹³, ʔoːi⁴⁵	+ʔoːi⁴⁵	ʔ oːi ⁴⁵
9226	港北中里	年轻	387	tɕɔ²¹³	tɕɔ²¹³	tɕ ɔ ²¹³
9227	武宣黄茆	年轻	387	tɕo²³¹	tɕo²³¹	tɕ o ²³¹
9228	武宣桐岭	年轻	387	tɕo²¹³	tɕo²¹³	tɕ o ²¹³
9229	象州大乐	年轻	387	tɕɔ²³¹	tɕɔ²³¹	tɕ ɔ ²³¹
9230	象州运江	年轻	387	tsɔ²³¹	tsɔ²³¹	ts ɔ ²³¹
9231	鹿寨四排	年轻	387	noːm⁵³	noːm⁵³	n oː m ⁵³
9232	鹿寨鹿寨	年轻	387	nɔːm⁵³	nɔːm⁵³	n ɔː m ⁵³
4524	大化岩滩	开 (门)	443	haːi⁴²	haːi⁴²	h aːi ⁴²
4525	大化流水	开 (门)	443	haːi⁴²	haːi⁴²	h aːi ⁴²
4526	都安高岭	开 (门)	443	haːi⁵³	haːi⁵³	h aːi ⁵³
4527	都安百旺	开 (门)	443	hɜi⁵³	hɜi⁵³	h ɜi ⁵³
4528	上林塘红	开 (门)	443	haːi⁴⁵³	haːi⁴⁵³	h aːi ⁴⁵³
4529	上林明亮	开 (门)	443	haːi³⁵	haːi³⁵	h aːi ³⁵
4530	马山永州	开 (门)	443	haːi²¹⁴	haːi²¹⁴	h aːi ²¹⁴
4531	马山白山	开 (门)	443	haːi²⁴	haːi²⁴	h aːi ²⁴
4532	忻城北更	开 (门)	443	haːi⁴⁵³	haːi⁴⁵³	h aːi ⁴⁵³
4533	忻城果邃	开 (门)	443	haːi⁴⁵³	haːi⁴⁵³	h aːi ⁴⁵³
9799	兴宾迁江	开 (门)	443	haːi³⁵³	haːi³⁵³	h aːi ³⁵³
9800	兴宾寺山	开 (门)	443	hoːi²⁴	hoːi²⁴	h oːi ²⁴
9801	桂平石龙	开 (门)	443	hoːi²⁴	hoːi²⁴	h oːi ²⁴
9802	港北中里	开 (门)	443	oɛi²⁵	oɛi²⁵	oɛi/oi ²⁵
9803	武宣黄茆	开 (门)	443	hoːi⁵³	hoːi⁵³	h oːi ⁵³
9804	武宣桐岭	开 (门)	443	wˠoːi³⁵	wˠoːi³⁵	wˠ oːi ³⁵
9805	象州大乐	开 (门)	443	hoːi⁵⁴ʔ	hoːi⁵⁴ʔ	h oːi ⁵⁴ʔ/⁵⁴
9806	象州运江	开 (门)	443	hoːi⁵⁴ʔ	hoːi⁵⁴ʔ	h oːi ⁵⁴ʔ/⁵⁴
9807	鹿寨四排	开 (门)	443	hoːi⁵⁴ʔ	hoːi⁵⁴ʔ	h oːi ⁵⁴ʔ/⁵⁴
9808	鹿寨鹿寨	开 (门)	443	hɜi⁵⁴ʔ	hɜi⁵⁴ʔ	h ɜi ⁵⁴ʔ/⁵⁴
3306	大化岩滩	弓	325	koŋ⁴²	koŋ⁴²	k o ŋ ⁴²
3307	大化流水	弓	325	koŋ⁴²	koŋ⁴²	k o ŋ ⁴²
3308	都安高岭	弓	325	koŋ⁵³	koŋ⁵³	k o ŋ ⁵³
3309	都安百旺	弓	325	nɤ⁴⁵⁴	nɤ⁴⁵⁴	n ɤ ⁴⁵⁴
3310	上林塘红	弓	325	koŋ⁴⁵³	koŋ⁴⁵³	k o ŋ ⁴⁵³
3311	上林明亮	弓	325	koŋ³⁵	koŋ³⁵	k o ŋ ³⁵
3312	马山永州	弓	325	koŋ²¹⁴	koŋ²¹⁴	k o ŋ ²¹⁴
3313	马山白山	弓	325	koŋ²⁴	koŋ²⁴	k o ŋ ²⁴
3314	忻城北更	弓	325	nɯ³⁴³	nɯ³⁴³	n ɯ ³⁴³
3315	忻城果邃	弓	325	koŋ⁴⁵³	koŋ⁴⁵³	k o ŋ ⁴⁵³
8615	兴宾迁江	弓	325	koŋ²³²	koŋ²³²	k o ŋ ²³²
8616	兴宾寺山	弓	325	koŋ³⁵	koŋ³⁵	k o ŋ ³⁵
8617	桂平石龙	弓	325	koŋ²⁴	koŋ²⁴	k o ŋ ²⁴
8618	港北中里	弓	325	koŋ²⁵	koŋ²⁵	k o ŋ ²⁵
8619	武宣黄茆	弓	325	koŋ⁵³	koŋ⁵³	k o ŋ ⁵³
8620	武宣桐岭	弓	325	kɔŋ³⁵	kɔŋ³⁵	k ɔ ŋ ³⁵
8621	象州大乐	弓	325	koŋ⁵⁴ʔ	koŋ⁵⁴ʔ	k o ŋ ⁵⁴ʔ/⁵⁴
8622	象州运江	弓	325	koŋ⁵⁴ʔ	koŋ⁵⁴ʔ	k o ŋ ⁵⁴ʔ/⁵⁴
8623	鹿寨四排	弓	325	koŋ⁵⁴ʔ	koŋ⁵⁴ʔ	k o ŋ ⁵⁴ʔ/⁵⁴
8624	鹿寨鹿寨	弓	325	koŋ⁴⁵	koŋ⁴⁵	k o ŋ ⁴⁵
3654	大化岩滩	弟妹	360	noəŋ²⁴	noəŋ²⁴	n oə ŋ ²⁴
3655	大化流水	弟妹	360	nuɔŋ²⁴	nuɔŋ²⁴	n u/w ɔ ŋ ²⁴
3656	都安高岭	弟妹	360	noɐŋ²¹⁴	noɐŋ²¹⁴	n oɐ ŋ ²¹⁴
3657	都安百旺	弟妹	360	nuɜŋ²¹⁴	nuɜŋ²¹⁴	n u/w ɜ ŋ ²¹⁴
3658	上林塘红	弟妹	360	nuɜŋ⁴²ʔ¹³	nuɜŋ⁴²ʔ¹³	n u/w ɜ ŋ ⁴²ʔ¹³/⁴²³
3659	上林明亮	弟妹	360	noɜŋ³¹	noɜŋ³¹	n oɜ ŋ ³¹
3660	马山永州	弟妹	360	nuɜŋ³³	nuɜŋ³³	n u/w ɜ ŋ ³³
3661	马山白山	弟妹	360	noŋ²³	noŋ²³	n o ŋ ²³
3662	忻城北更	弟妹	360	nuɜŋ³¹ʔ¹³	nuɜŋ³¹ʔ¹³	n u/w ɜ ŋ ³¹ʔ¹³/³¹³
8970	兴宾迁江	弟妹	360	noɐŋ²¹	noɐŋ²¹	n oɐ ŋ ²¹
8971	兴宾寺山	弟妹	360	noŋ⁵³⁴	noŋ⁵³⁴	n o ŋ ⁵³⁴
8972	桂平石龙	弟妹	360	nuəŋ²¹	nuəŋ²¹	n u/w ə ŋ ²¹
8973	港北中里	弟妹	360	nuəŋ³²³	nuəŋ³²³	n u/w ə ŋ ³²³
8974	武宣黄茆	弟妹	360	noŋ²¹⁴	noŋ²¹⁴	n o ŋ ²¹⁴
8975	武宣桐岭	弟妹	360	nuəŋ²¹	nuəŋ²¹	n u/w ə ŋ ²¹
8976	象州大乐	弟妹	360	nɔŋ²¹⁴	nɔŋ²¹⁴	n ɔ ŋ ²¹⁴
8977	象州运江	弟妹	360	nɔːŋ²¹⁴	nɔːŋ²¹⁴	n ɔː ŋ ²¹⁴
8978	鹿寨四排	弟妹	360	nɔŋ²¹⁴	nɔŋ²¹⁴	n ɔ ŋ ²¹⁴
8979	鹿寨鹿寨	弟妹	360	nɔŋ²¹⁴ mɜi²¹⁴	nɔŋ²¹⁴+mɜi²¹⁴	n ɔ ŋ ²¹⁴ + m ɜi ²¹⁴
3632	大化岩滩	弟弟	358	noəŋ²⁴	noəŋ²⁴	n oə ŋ ²⁴
3633	大化流水	弟弟	358	tak²³ nuɔŋ³⁴⁴	tak²³+nuɔŋ³⁴⁴	t a k ²³ + n u/w ɔ ŋ ³⁴⁴
3634	都安高岭	弟弟	358	tɐk⁵⁵ noɐŋ²¹⁴, ðuːi³¹ noɐŋ²¹⁴	tɐk⁵⁵+noɐŋ²¹⁴	t ɐ k ⁵⁵ + n oɐ ŋ ²¹⁴
3635	都安高岭	弟弟	358	tɐk⁵⁵ noɐŋ²¹⁴, ðuːi³¹ noɐŋ²¹⁴	+ðuːi³¹+noɐŋ²¹⁴	ð uːi ³¹ + n oɐ ŋ ²¹⁴
3636	都安百旺	弟弟	358	tɐk⁵⁵ nuɜŋ²¹⁴	tɐk⁵⁵+nuɜŋ²¹⁴	t ɐ k ⁵⁵ + n u/w ɜ ŋ ²¹⁴
3637	上林塘红	弟弟	358	tak²² nuɜŋ⁴²ʔ¹³	tak²²+nuɜŋ⁴²ʔ¹³	t a k ²² + n u/w ɜ ŋ ⁴²ʔ¹³/⁴²³
3638	上林明亮	弟弟	358	tɐk²² ŋjɛ̈i⁴⁵³	tɐk²²+ŋjɛ̈i⁴⁵³	t ɐ k ²² + ŋ j ɛ̈i/ɛi ⁴⁵³
3639	马山永州	弟弟	358	tɐk⁴⁴ nuɜŋ³³	tɐk⁴⁴+nuɜŋ³³	t ɐ k ⁴⁴ + n u/w ɜ ŋ ³³
3640	马山白山	弟弟	358	tɐk²² noŋ²³	tɐk²²+noŋ²³	t ɐ k ²² + n o ŋ ²³
3641	忻城北更	弟弟	358	tak²² nuɜŋ³¹ʔ¹³	tak²²+nuɜŋ³¹ʔ¹³	t a k ²² + n u/w ɜ ŋ ³¹ʔ¹³/³¹³
3642	忻城果邃	弟弟	358	noɐŋ²¹⁴	noɐŋ²¹⁴	n oɐ ŋ ²¹⁴
8950	兴宾迁江	弟弟	358	noɐŋ²¹	noɐŋ²¹	n oɐ ŋ ²¹
8951	兴宾寺山	弟弟	358	noŋ⁵³⁴	noŋ⁵³⁴	n o ŋ ⁵³⁴
8952	桂平石龙	弟弟	358	nuəŋ²¹ saːi²⁴	nuəŋ²¹+saːi²⁴	n u/w ə ŋ ²¹ + s aːi ²⁴
8953	港北中里	弟弟	358	nuəŋ³²³	nuəŋ³²³	n u/w ə ŋ ³²³
8954	武宣黄茆	弟弟	358	noŋ²¹⁴	noŋ²¹⁴	n o ŋ ²¹⁴
8955	武宣桐岭	弟弟	358	nuəŋ²¹	nuəŋ²¹	n u/w ə ŋ ²¹
8956	象州大乐	弟弟	358	nɔŋ²¹⁴	nɔŋ²¹⁴	n ɔ ŋ ²¹⁴
8957	象州运江	弟弟	358	nɔːŋ²¹⁴	nɔːŋ²¹⁴	n ɔː ŋ ²¹⁴
8958	鹿寨四排	弟弟	358	nɔŋ²¹⁴	nɔŋ²¹⁴	n ɔ ŋ ²¹⁴
8959	鹿寨鹿寨	弟弟	358	nɔŋ²¹⁴	nɔŋ²¹⁴	n ɔ ŋ ²¹⁴
4514	大化岩滩	张 (嘴)	442	ʔa⁴⁵³	ʔa⁴⁵³	ʔ a ⁴⁵³
4515	大化流水	张 (嘴)	442	haːi⁴²	haːi⁴²	h aːi ⁴²
4516	都安高岭	张 (嘴)	442	ʔa³⁴¹	ʔa³⁴¹	ʔ a ³⁴¹
4517	都安百旺	张 (嘴)	442	hɜi⁵³	hɜi⁵³	h ɜi ⁵³
4518	上林塘红	张 (嘴)	442	ʔa³⁴³	ʔa³⁴³	ʔ a ³⁴³
4519	上林明亮	张 (嘴)	442	ʔa³³	ʔa³³	ʔ a ³³
4520	马山永州	张 (嘴)	442	ʔa³³	ʔa³³	ʔ a ³³
4521	马山白山	张 (嘴)	442	ʔa⁴⁵	ʔa⁴⁵	ʔ a ⁴⁵
4522	忻城北更	张 (嘴)	442	ʔa⁴⁴	ʔa⁴⁴	ʔ a ⁴⁴
4523	忻城果邃	张 (嘴)	442	ʔa³⁴³	ʔa³⁴³	ʔ a ³⁴³
9789	兴宾迁江	张 (嘴)	442	ʔa³³	ʔa³³	ʔ a ³³
9790	兴宾寺山	张 (嘴)	442	hoːi²⁴	hoːi²⁴	h oːi ²⁴
9791	桂平石龙	张 (嘴)	442	ʔa³³	ʔa³³	ʔ a ³³
9792	港北中里	张 (嘴)	442	ŋa³⁴	ŋa³⁴	ŋ a ³⁴
9793	武宣黄茆	张 (嘴)	442	ʔŋa⁴⁵³	ʔŋa⁴⁵³	ˀŋ a ⁴⁵³
9794	武宣桐岭	张 (嘴)	442	ʔŋa³³	ʔŋa³³	ˀŋ a ³³
9795	象州大乐	张 (嘴)	442	ŋa⁵³	ŋa⁵³	ŋ a ⁵³
9796	象州运江	张 (嘴)	442	ʔŋa⁵³	ʔŋa⁵³	ˀŋ a ⁵³
9797	鹿寨四排	张 (嘴)	442	ŋa⁵³	ŋa⁵³	ŋ a ⁵³
9798	鹿寨鹿寨	张 (嘴)	442	ŋa⁵³	ŋa⁵³	ŋ a ⁵³
4627	大化岩滩	弯 (腰)	453	kɔm²⁴	kɔm²⁴	k ɔ m ²⁴
4628	大化流水	弯 (腰)	453	ŋɔːm⁵⁵³	ŋɔːm⁵⁵³	ŋ ɔː m ⁵⁵³
4629	都安高岭	弯 (腰)	453	kɔm²¹⁴	kɔm²¹⁴	k ɔ m ²¹⁴
4630	都安百旺	弯 (腰)	453	kɔm²¹⁴	kɔm²¹⁴	k ɔ m ²¹⁴
4631	上林塘红	弯 (腰)	453	kʊm⁴²ʔ¹³	kʊm⁴²ʔ¹³	k ʊ m ⁴²ʔ¹³/⁴²³
4632	上林明亮	弯 (腰)	453	kɐu²⁴	kɐu²⁴	k ɐu ²⁴
4633	马山永州	弯 (腰)	453	kɐu²¹	kɐu²¹	k ɐu ²¹
4634	马山白山	弯 (腰)	453	kɐu³¹	kɐu³¹	k ɐu ³¹
4635	忻城北更	弯 (腰)	453	kom³¹ʔ¹³	kom³¹ʔ¹³	k o m ³¹ʔ¹³/³¹³
4636	忻城果邃	弯 (腰)	453	koŋ³³	koŋ³³	k o ŋ ³³
9905	兴宾迁江	弯 (腰)	453	kʊm²¹	kʊm²¹	k ʊ m ²¹
9906	兴宾寺山	弯 (腰)	453	koŋ⁵⁵	koŋ⁵⁵	k o ŋ ⁵⁵
9907	桂平石龙	弯 (腰)	453	koŋ³³	koŋ³³	k o ŋ ³³
9908	港北中里	弯 (腰)	453	kɐu²¹³	kɐu²¹³	k ɐu ²¹³
9909	武宣黄茆	弯 (腰)	453	koŋ⁴⁵	koŋ⁴⁵	k o ŋ ⁴⁵
9910	武宣桐岭	弯 (腰)	453	kɔŋ³³	kɔŋ³³	k ɔ ŋ ³³
9911	象州大乐	弯 (腰)	453	koŋ⁴⁵	koŋ⁴⁵	k o ŋ ⁴⁵
9912	象州运江	弯 (腰)	453	koŋ⁴⁵	koŋ⁴⁵	k o ŋ ⁴⁵
9913	鹿寨四排	弯 (腰)	453	koŋ⁴⁵	koŋ⁴⁵	k o ŋ ⁴⁵
9914	鹿寨鹿寨	弯 (腰)	453	kʊm³¹ʔ	kʊm³¹ʔ	k ʊ m ³¹ʔ/³¹
2195	大化岩滩	彩虹	215	toŋ²³¹	toŋ²³¹	t o ŋ ²³¹
2196	大化流水	彩虹	215	toŋ²³¹	toŋ²³¹	t o ŋ ²³¹
2197	都安高岭	彩虹	215	toŋ²³¹	toŋ²³¹	t o ŋ ²³¹
2198	都安百旺	彩虹	215	tu²² toŋ²³¹	tu²²+toŋ²³¹	t u ²² + t o ŋ ²³¹
2199	上林塘红	彩虹	215	tu³¹ lɔŋ²¹ kən⁴⁵³ ɣam⁴²ʔ¹³	tu³¹+lɔŋ²¹+kən⁴⁵³+ɣam⁴²ʔ¹³	t u ³¹ + l ɔ ŋ ²¹ + k ə n ⁴⁵³ + ɣ a m ⁴²ʔ¹³/⁴²³
2200	上林明亮	彩虹	215	tu²² loŋ²⁴	tu²²+loŋ²⁴	t u ²² + l o ŋ ²⁴
2201	马山永州	彩虹	215	tu³³ toŋ²¹	tu³³+toŋ²¹	t u ³³ + t o ŋ ²¹
2202	马山白山	彩虹	215	tu²² toŋ³¹	tu²²+toŋ³¹	t u ²² + t o ŋ ³¹
2203	忻城北更	彩虹	215	lɔŋ³²	lɔŋ³²	l ɔ ŋ ³²
2204	忻城果邃	彩虹	215	toŋ²¹	toŋ²¹	t o ŋ ²¹
7482	兴宾迁江	彩虹	215	tu²² toŋ²³²	tu²²+toŋ²³²	t u ²² + t o ŋ ²³²
7483	兴宾寺山	彩虹	215	toŋ²⁴	toŋ²⁴	t o ŋ ²⁴
7484	桂平石龙	彩虹	215	neaŋ²¹ tɕoŋ²⁴	neaŋ²¹+tɕoŋ²⁴	n ea ŋ ²¹ + tɕ o ŋ ²⁴
7485	港北中里	彩虹	215	toŋ²¹³	toŋ²¹³	t o ŋ ²¹³
7486	武宣黄茆	彩虹	215	toŋ²³¹	toŋ²³¹	t o ŋ ²³¹
7487	武宣桐岭	彩虹	215	tɔŋ²¹³	tɔŋ²¹³	t ɔ ŋ ²¹³
7488	象州大乐	彩虹	215	toŋ²³¹	toŋ²³¹	t o ŋ ²³¹
7489	象州运江	彩虹	215	tɔŋ²³¹	tɔŋ²³¹	t ɔ ŋ ²³¹
7490	鹿寨四排	彩虹	215	toŋ²³¹	toŋ²³¹	t o ŋ ²³¹
7491	鹿寨鹿寨	彩虹	215	tɪn²¹ kɯn³³ wɯn⁵⁴ʔ	tɪn²¹+kɯn³³+wɯn⁵⁴ʔ	t ɪ n ²¹ + k ɯ n ³³ + w ɯ n ⁵⁴ʔ/⁵⁴
2225	大化岩滩	影子 (人)	218	ɹɐm³¹ ŋɐu²³¹	ɹɐm³¹+ŋɐu²³¹	ɹ ɐ m ³¹ + ŋ ɐu ²³¹
2226	大化流水	影子 (人)	218	ŋɐu²³¹	ŋɐu²³¹	ŋ ɐu ²³¹
2227	都安高岭	影子 (人)	218	ðɐm²¹ ŋɐu²³¹	ðɐm²¹+ŋɐu²³¹	ð ɐ m ²¹ + ŋ ɐu ²³¹
2228	都安百旺	影子 (人)	218	ðɐm³¹ ðɐu²³¹	ðɐm³¹+ðɐu²³¹	ð ɐ m ³¹ + ð ɐu ²³¹
2229	上林塘红	影子 (人)	218	ɣam³¹ ŋau²¹	ɣam³¹+ŋau²¹	ɣ a m ³¹ + ŋ au ²¹
2230	上林明亮	影子 (人)	218	pəm³¹ pjaːu⁴¹	pəm³¹+pjaːu⁴¹	p ə m ³¹ + p j aːu ⁴¹
2231	马山永州	影子 (人)	218	ŋɐu²¹	ŋɐu²¹	ŋ ɐu ²¹
2232	马山白山	影子 (人)	218	ɹɐm²¹ ŋɐu³¹	ɹɐm²¹+ŋɐu³¹	ɹ ɐ m ²¹ + ŋ ɐu ³¹
2233	忻城北更	影子 (人)	218	ɣam⁴² ɣau³²	ɣam⁴²+ɣau³²	ɣ a m ⁴² + ɣ au ³²
2234	忻城果邃	影子 (人)	218	ðɐm³¹ ðɜu²¹	ðɐm³¹+ðɜu²¹	ð ɐ m ³¹ + ð ɜu ²¹
7514	兴宾迁江	影子 (人)	218	jɐm⁴² jɐu²³²	jɐm⁴²+jɐu²³²	j ɐ m ⁴² + j ɐu ²³²
7515	兴宾寺山	影子 (人)	218	ɣʊm³¹ ɣɐu²⁴	ɣʊm³¹+ɣɐu²⁴	ɣ ʊ m ³¹ + ɣ ɐu ²⁴
7516	桂平石龙	影子 (人)	218	lɐm²¹ lɐu⁴³	lɐm²¹+lɐu⁴³	l ɐ m ²¹ + l ɐu ⁴³
7517	港北中里	影子 (人)	218	jim²¹ lɐu²¹³	jim²¹+lɐu²¹³	j i m ²¹ + l ɐu ²¹³
7518	武宣黄茆	影子 (人)	218	ɣɪp²² ɣɐu²³¹	ɣɪp²²+ɣɐu²³¹	ɣ ɪ p ²² + ɣ ɐu ²³¹
7519	武宣桐岭	影子 (人)	218	ʔm̩²² mjɐu²¹³	ʔm̩²²+mjɐu²¹³	ˀm m̩ ²² + m j ɐu ²¹³
7520	象州大乐	影子 (人)	218	ɣɛm̙  ²¹ʔ²	ɣɛm̙²¹ʔ²	ɣ ɛ m̙/m ²¹ʔ²/²¹²
7521	象州运江	影子 (人)	218	ʝɐm²¹ʔ³ pɜm²³¹	ʝɐm²¹ʔ³+pɜm²³¹	ʝ ɐ m ²¹ʔ³/²¹³ + p ɜ m ²³¹
7522	鹿寨四排	影子 (人)	218	jɔk²² jɐm³²ʔ³	jɔk²²+jɐm³²ʔ³	j ɔ k ²² + j ɐ m ³²ʔ³/³²³
7523	鹿寨鹿寨	影子 (人)	218	jɪp²² jɐu²³¹, jɔk²² jɐu²³¹	jɪp²²+jɐu²³¹	j ɪ p ²² + j ɐu ²³¹
7524	鹿寨鹿寨	影子 (人)	218	jɪp²² jɐu²³¹, jɔk²² jɐu²³¹	+jɔk²²+jɐu²³¹	j ɔ k ²² + j ɐu ²³¹
675	大化岩滩	心脏*	068	θɪm⁴² tɐu²³¹	θɪm⁴²+tɐu²³¹	θ ɪ m ⁴² + t ɐu ²³¹
676	大化流水	心脏*	068	θɪm⁴² tɐu²³¹	θɪm⁴²+tɐu²³¹	θ ɪ m ⁴² + t ɐu ²³¹
677	都安高岭	心脏*	068	θɪm⁵³ tɐu²³¹	θɪm⁵³+tɐu²³¹	θ ɪ m ⁵³ + t ɐu ²³¹
678	都安百旺	心脏*	068	θɪm⁵³ tɐu²³¹	θɪm⁵³+tɐu²³¹	θ ɪ m ⁵³ + t ɐu ²³¹
679	上林塘红	心脏*	068	θim⁴⁵³ tau²¹	θim⁴⁵³+tau²¹	θ i m ⁴⁵³ + t au ²¹
680	上林明亮	心脏*	068	ɬɪm³³ tɐu²⁴	ɬɪm³³+tɐu²⁴	ɬ ɪ m ³³ + t ɐu ²⁴
681	马山永州	心脏*	068	θim³³ tɐu²¹	θim³³+tɐu²¹	θ i m ³³ + t ɐu ²¹
682	马山白山	心脏*	068	θɪm³³ tɐu³¹	θɪm³³+tɐu³¹	θ ɪ m ³³ + t ɐu ³¹
683	忻城北更	心脏*	068	ɬim⁴⁵³ tau³²	ɬim⁴⁵³+tau³²	ɬ i m ⁴⁵³ + t au ³²
684	忻城果邃	心脏*	068	θim⁴⁵³	θim⁴⁵³	θ i m ⁴⁵³
5931	兴宾迁江	心脏*	068	sɪ̪ m³⁵³	sɪm³⁵³	s ɪ m ³⁵³
5932	兴宾寺山	心脏*	068	ɕɪm³⁵ nɐm³⁵	ɕɪm³⁵+nɐm³⁵	ɕ ɪ m ³⁵ + n ɐ m ³⁵
5933	桂平石龙	心脏*	068	sɪm²⁴	sɪm²⁴	s ɪ m ²⁴
5934	港北中里	心脏*	068	sim²⁵	sim²⁵	s i m ²⁵
5935	武宣黄茆	心脏*	068	sɪ̪ m⁵³	sɪm⁵³	s ɪ m ⁵³
5936	武宣桐岭	心脏*	068	sɜ̪ m³⁵	sɜm³⁵	s ɜ m ³⁵
5937	象州大乐	心脏*	068	sɪ̪ m̥⁵⁴ʔ	sɪm̥⁵⁴ʔ	s ɪ m̥ ⁵⁴ʔ/⁵⁴
5938	象州运江	心脏*	068	θɪm̥⁵⁴ʔ	θɪm̥⁵⁴ʔ	θ ɪ m̥ ⁵⁴ʔ/⁵⁴
5939	鹿寨四排	心脏*	068	sɪm̥⁵⁴ʔ	sɪm̥⁵⁴ʔ	s ɪ m̥ ⁵⁴ʔ/⁵⁴
5940	鹿寨鹿寨	心脏*	068	θɪm⁵⁴ʔ	θɪm⁵⁴ʔ	θ ɪ m ⁵⁴ʔ/⁵⁴
5138	大化岩滩	忘记	502	lʊm²³¹	lʊm²³¹	l ʊ m ²³¹
5139	大化流水	忘记	502	lʊm²³¹	lʊm²³¹	l ʊ m ²³¹
5140	都安高岭	忘记	502	lʊm²³¹	lʊm²³¹	l ʊ m ²³¹
5141	都安百旺	忘记	502	lʊm²³¹	lʊm²³¹	l ʊ m ²³¹
5142	上林塘红	忘记	502	lʊm²¹	lʊm²¹	l ʊ m ²¹
5143	上林明亮	忘记	502	lɜm²⁴	lɜm²⁴	l ɜ m ²⁴
5144	马山永州	忘记	502	lʊm²¹	lʊm²¹	l ʊ m ²¹
5145	马山白山	忘记	502	lʊm³¹	lʊm³¹	l ʊ m ³¹
5146	忻城北更	忘记	502	lʊm³²	lʊm³²	l ʊ m ³²
5147	忻城果邃	忘记	502	lʊm²¹	lʊm²¹	l ʊ m ²¹
10407	兴宾迁江	忘记	502	ləm²³²	ləm²³²	l ə m ²³²
10408	兴宾寺山	忘记	502	lɐm²⁴	lɐm²⁴	l ɐ m ²⁴
10409	桂平石龙	忘记	502	ŋ⁴⁵kɐn³³ kɘi⁴⁵, mɔŋ²¹ kɘi⁴⁵	ŋ⁴⁵kɐn³³+kɘi⁴⁵	ŋ ⁴⁵ k ɐ n ³³ + k ɘi ⁴⁵
10410	桂平石龙	忘记	502	ŋ⁴⁵kɐn³³ kɘi⁴⁵, mɔŋ²¹ kɘi⁴⁵	+mɔŋ²¹+kɘi⁴⁵	m ɔ ŋ ²¹ + k ɘi ⁴⁵
10411	港北中里	忘记	502	lʊm²¹³	lʊm²¹³	l ʊ m ²¹³
10412	武宣黄茆	忘记	502	lʌm²³¹	lʌm²³¹	l ʌ m ²³¹
10413	武宣桐岭	忘记	502	lɜm²¹³	lɜm²¹³	l ɜ m ²¹³
10414	象州大乐	忘记	502	ku²² lɜm²³¹	ku²²+lɜm²³¹	k u ²² + l ɜ m ²³¹
10415	象州运江	忘记	502	lɜm²³¹	lɜm²³¹	l ɜ m ²³¹
10416	鹿寨四排	忘记	502	lɐm²³¹	lɐm²³¹	l ɐ m ²³¹
10417	鹿寨鹿寨	忘记	502	kaːu³² lʊm²³¹	kaːu³²+lʊm²³¹	k aːu ³² + l ʊ m ²³¹
4220	大化岩滩	快	415	ɹou²³¹	ɹou²³¹	ɹ ou ²³¹
4221	大化流水	快	415	ɹiu²³¹	ɹiu²³¹	ɹ i/j u ²³¹
4222	都安高岭	快	415	ðou²³¹	ðou²³¹	ð ou ²³¹
4223	都安百旺	快	415	ðiu²³¹	ðiu²³¹	ð i/j u ²³¹
4224	上林塘红	快	415	həi³¹	həi³¹	h əi ³¹
4225	上林明亮	快	415	pðoɜŋ²⁴, həi⁴¹	pðoɜŋ²⁴	p/ð oɜ ŋ ²⁴
